audio_filepath	transcript	duration
/home4/khanhnd/LibriSpeech/train-clean-100/1069/133699/1069-133699-0024.flac	i've not much control of my thoughts but i'll do my best said isabel henrietta gazed at her in silence for a period which tried isabel's patience so that our heroine added at last	14.28
/home4/khanhnd/LibriSpeech/train-clean-100/1069/133699/1069-133699-0028.flac	while i talked i never saw an ugly man look so handsome he's very simple minded said isabel and he's not so ugly there's nothing so simplifying as a grand passion	14.37
/home4/khanhnd/LibriSpeech/train-clean-100/1069/133699/1069-133699-0034.flac	but she faltered before her friend's implacable glitter my dear child you certainly encouraged him isabel made for the moment as if to deny this charge instead of which however she presently answered	14.485
/home4/khanhnd/LibriSpeech/train-clean-100/1069/133699/1069-133699-0035.flac	it's very true i did encourage him and then she asked if her companion had learned from mister goodwood what he intended to do it was a concession to her curiosity for she disliked discussing the subject	14.055
/home4/khanhnd/LibriSpeech/train-clean-100/1069/133699/1069-133699-0039.flac	i hope he'll hate me then said isabel i believe you hope it about as much as i believe him capable of it to this observation our heroine made no return	11.77
/home4/khanhnd/LibriSpeech/train-clean-100/1069/133699/1069-133699-0040.flac	she was absorbed in the alarm given her by henrietta's intimation that caspar goodwood would present himself at gardencourt she pretended to herself however that she thought the event impossible and later	14.44
/home4/khanhnd/LibriSpeech/train-clean-100/1069/133699/1069-133699-0041.flac	she communicated her disbelief to her friend for the next forty eight hours nevertheless she stood prepared to hear the young man's name announced the feeling pressed upon her it made the air sultry	13.68
/home4/khanhnd/LibriSpeech/train-clean-100/1069/133699/1069-133699-0042.flac	and after strolling about for some time in a manner at once listless and restless had seated herself on a garden bench within sight of the house beneath a spreading beech where in a white dress ornamented with black ribbons	14.275
/home4/khanhnd/LibriSpeech/train-clean-100/1069/133699/1069-133699-0043.flac	she formed among the flickering shadows a graceful and harmonious image	5.09
/home4/khanhnd/LibriSpeech/train-clean-100/1069/133699/1069-133699-0044.flac	as to whom the proposal of an ownership divided with her cousin had been applied as impartially as possible as impartially as bunchie's own somewhat fickle and inconstant sympathies would allow	13.435
/home4/khanhnd/LibriSpeech/train-clean-100/1069/133699/1069-133699-0045.flac	but she was notified for the first time on this occasion of the finite character of bunchie's intellect hitherto she had been mainly struck with its extent	11.525
/home4/khanhnd/LibriSpeech/train-clean-100/1069/133699/1069-133699-0050.flac	i had come to see you with the hope that you would let me bring you over to my conviction my reasons for entertaining this hope had been of the best but you disappointed it i found you changed	14.175
/home4/khanhnd/LibriSpeech/train-clean-100/1069/133699/1069-133699-0051.flac	arbitrary or capricious therefore it is that i believe you will let me see you again you told me that i'm not disagreeable to you and i believe it for i don't see why that should be i shall always think of you	14.12
/home4/khanhnd/LibriSpeech/train-clean-100/1069/133699/1069-133699-0052.flac	i shall never think of any one else i came to england simply because you are here i couldn't stay at home after you had gone i hated the country because you were not in it if i like this country at present	14.13
/home4/khanhnd/LibriSpeech/train-clean-100/1069/133699/1069-133699-0054.flac	caspar goodwood isabel read this missive with such deep attention that she had not perceived an approaching tread on the soft grass	9.835
/home4/khanhnd/LibriSpeech/train-clean-100/1069/133709/1069-133709-0001.flac	property erects a kind of barrier you can do a great many things if you're rich which would be severely criticised if you were poor you can go and come you can travel alone you can have your own establishment	14.39
/home4/khanhnd/LibriSpeech/train-clean-100/1069/133709/1069-133709-0002.flac	i mean of course if you'll take a companion some decayed gentlewoman with a darned cashmere and dyed hair who paints on velvet you don't think you'd like that of course you can do as you please	14.865
/home4/khanhnd/LibriSpeech/train-clean-100/1069/133709/1069-133709-0003.flac	she'd keep people off very well i think	3.765
/home4/khanhnd/LibriSpeech/train-clean-100/1069/133709/1069-133709-0004.flac	that it's a great deal better you should remain with me in spite of there being no obligation it's better for several reasons quite apart from your liking it i shouldn't think you'd like it but i recommend you to make the sacrifice	14.75
/home4/khanhnd/LibriSpeech/train-clean-100/1069/133709/1069-133709-0005.flac	she had a great regard for what was usually deemed decent and a young gentlewoman without visible relations had always struck her as a flower without foliage	11.8
/home4/khanhnd/LibriSpeech/train-clean-100/1069/133709/1069-133709-0006.flac	when she sat in her damp waterproof and sketched the opportunities that europe would offer to a young person of taste this however was in a great measure the girl's own fault she had got a glimpse of her aunt's experience	14.815
/home4/khanhnd/LibriSpeech/train-clean-100/1069/133709/1069-133709-0009.flac	so little surface offered so limited a face to the accretions of human contact nothing tender nothing sympathetic had ever had a chance to fasten upon it	12.7999375
/home4/khanhnd/LibriSpeech/train-clean-100/1069/133709/1069-133709-0010.flac	no wind sown blossom no familiar softening moss her offered her passive extent in other words was about that of a knife edge isabel had reason to believe none the less	14.2150625
/home4/khanhnd/LibriSpeech/train-clean-100/1069/133709/1069-133709-0011.flac	she was learning to sacrifice consistency to considerations of that inferior order for which the excuse must be found in the particular case it was not to the credit of her absolute rectitude	13.205
/home4/khanhnd/LibriSpeech/train-clean-100/1069/133709/1069-133709-0012.flac	that she should have gone the longest way round to florence in order to spend a few weeks with her invalid son	7.275
/home4/khanhnd/LibriSpeech/train-clean-100/1069/133709/1069-133709-0013.flac	that when ralph wished to see her he was at liberty to remember that palazzo crescentini contained a large apartment known as the quarter of the signorino i want to ask you something	12.47
/home4/khanhnd/LibriSpeech/train-clean-100/1069/133709/1069-133709-0014.flac	isabel said to this young man the day after her arrival at san remo something i've thought more than once of asking you by letter but that i've hesitated on the whole to write about face to face nevertheless	13.835
/home4/khanhnd/LibriSpeech/train-clean-100/1069/133709/1069-133709-0015.flac	what does it matter my dear isabel whether i knew my father was very obstinate so said the girl you did know yes he told me we even talked it over a little	13.875
/home4/khanhnd/LibriSpeech/train-clean-100/1069/133709/1069-133709-0018.flac	is after all a florid sort of sentiment i'm not a lovely being how can you say that at the very moment when i'm asking such odious questions i must seem to you delicate	13.655
/home4/khanhnd/LibriSpeech/train-clean-100/1069/133709/1069-133709-0019.flac	you seem to me troubled said ralph i am troubled about what for a moment she answered nothing then she broke out do you think it good for me suddenly to be made so rich	14.425
/home4/khanhnd/LibriSpeech/train-clean-100/1069/133709/1069-133709-0022.flac	don't question your conscience so much it will get out of tune like a strummed piano keep it for great occasions don't try so much to form your character it's like trying to pull open a tight tender young rose	14.87
/home4/khanhnd/LibriSpeech/train-clean-100/1069/133709/1069-133709-0023.flac	live as you like best and your character will take care of itself most things are good for you the exceptions are very rare and a comfortable income's not one of them ralph paused smiling	14.025
/home4/khanhnd/LibriSpeech/train-clean-100/1069/133709/1069-133709-0024.flac	isabel had listened quickly you've too much power of thought above all too much conscience ralph added it's out of all reason the number of things you think wrong put back your watch diet your fever	14.4149375
/home4/khanhnd/LibriSpeech/train-clean-100/1069/133709/1069-133709-0026.flac	but i think i'm right said ralph persisting in cheer all the same what you say is very true isabel pursued you could say nothing more true i'm absorbed in myself i look at life too much as a doctor's prescription	14.6
/home4/khanhnd/LibriSpeech/train-clean-100/1069/133709/1069-133709-0028.flac	you're a capital person to advise said ralph you take the wind out of my sails she looked at him as if she had not heard him though she was following out the train of reflexion which he himself had kindled	14.375
/home4/khanhnd/LibriSpeech/train-clean-100/1069/133709/1069-133709-0029.flac	a large fortune means freedom and i'm afraid of that it's such a fine thing and one should make such a good use of it if one shouldn't one would be ashamed and one must keep thinking it's a constant effort	14.505
/home4/khanhnd/LibriSpeech/train-clean-100/1069/133709/1069-133709-0031.flac	the gate of admirations italy as yet imperfectly seen and felt stretched before her as a land of promise a land in which a love of the beautiful might be comforted by endless knowledge	14.18
/home4/khanhnd/LibriSpeech/train-clean-100/1069/133709/1069-133709-0032.flac	whenever she strolled upon the shore with her cousin and she was the companion of his daily walk she looked across the sea with longing eyes to where she knew that genoa lay	11.755
/home4/khanhnd/LibriSpeech/train-clean-100/1069/133709/1069-133709-0034.flac	as yet for regarding as agitated but which nevertheless she was constantly picturing to herself by the light of her hopes her fears her fancies her ambitions her predilections	13.385
/home4/khanhnd/LibriSpeech/train-clean-100/1069/133709/1069-133709-0035.flac	madame merle had predicted to missus touchett that after their young friend had put her hand into her pocket half a dozen times she would be reconciled to the idea that it had been filled by a munificent uncle	14.21
/home4/khanhnd/LibriSpeech/train-clean-100/1069/133709/1069-133709-0036.flac	grown used to feeling rich the consciousness in question found a proper place in rather a dense little group of ideas that she had about herself and often it was by no means the least agreeable	14.165
/home4/khanhnd/LibriSpeech/train-clean-100/1069/133709/1069-133709-0037.flac	it took perpetually for granted a thousand good intentions she lost herself in a maze of visions the fine things to be done by a rich independent generous girl who took a large human view of occasions and obligations	14.95
/home4/khanhnd/LibriSpeech/train-clean-100/1069/133709/1069-133709-0038.flac	were sublime in the mass her fortune therefore became to her mind a part of her better self it gave her importance gave her even to her own imagination a certain ideal beauty	13.9
/home4/khanhnd/LibriSpeech/train-clean-100/1069/133709/1069-133709-0039.flac	which in spite of increasing distance were still sufficiently salient they were recognisable without difficulty	8.28
/home4/khanhnd/LibriSpeech/train-clean-100/1069/133709/1069-133709-0040.flac	she could summon back her faith in case of need with an effort but the effort was often painful even when the reality had been pleasant the past was apt to look dead and its revival rather to show the	13.95
/home4/khanhnd/LibriSpeech/train-clean-100/1069/133709/1069-133709-0041.flac	livid light of a judgement day the girl moreover was not prone to take for granted that she herself lived in the mind of others	8.925
/home4/khanhnd/LibriSpeech/train-clean-100/1069/133709/1069-133709-0045.flac	she had not the smallest belief that this merit would attract him but she reflected that she herself might know the humiliation of change might really for that matter come to the end of the things that were not caspar	14.185
/home4/khanhnd/LibriSpeech/train-clean-100/1069/133709/1069-133709-0046.flac	a clear and quiet harbour enclosed by a brave granite breakwater but that day could only come in its order and she couldn't wait for it with folded hands that lord warburton should continue to cherish her image	14.5
/home4/khanhnd/LibriSpeech/train-clean-100/1069/133709/1069-133709-0047.flac	seemed to her more than a noble humility or an enlightened pride ought to wish to reckon with she had so definitely undertaken to preserve no record of what had passed between them that a corresponding effort on his own part	14.25
/home4/khanhnd/LibriSpeech/train-clean-100/1069/133709/1069-133709-0048.flac	would be eminently just this was not as it may seem merely a theory tinged with sarcasm isabel candidly believed that his lordship would in the usual phrase get over his disappointment	14.775
/home4/khanhnd/LibriSpeech/train-clean-100/1069/133709/1069-133709-0049.flac	he had been deeply affected this she believed and she was still capable of deriving pleasure from the belief but it was absurd that a man both so intelligent and so honourably dealt with	13.14
/home4/khanhnd/LibriSpeech/train-clean-100/1069/133709/1069-133709-0050.flac	should cultivate a scar out of proportion to any wound englishmen liked moreover to be comfortable said isabel and there could be little comfort for lord warburton in the long run in brooding over a self sufficient american girl	14.82
/home4/khanhnd/LibriSpeech/train-clean-100/1069/133709/1069-133709-0051.flac	who had been but a casual acquaintance she flattered herself that should she hear from one day to another that he had married some young woman of his own country who had done more to deserve him	12.25
/home4/khanhnd/LibriSpeech/train-clean-100/1069/133709/1069-133709-0052.flac	she should receive the news without a pang even of surprise it would have proved that he believed she was firm which was what she wished to seem to him	9.75
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0000.flac	before the sittings of the great assembly had come to an end a young statesman destined to play the leading part in the government of the dutch republic during two decades had already made his mark	10.34
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0001.flac	his readiness and persuasiveness of speech his industry and his gifts at once of swift insight and orderly thoroughness	6.76
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0002.flac	but the old sores remained open moreover the refusal of the states general to receive the parliamentary envoys the murder of doreslaer and the protection afforded to royalist refugees had been additional causes of resentment	14.8
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0003.flac	but the english council had not felt strong enough to take action the death of the prince of orange	5.18
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0004.flac	appeared at first to open out a prospect of friendlier relations between the two neighbouring republics in january sixteen fifty one the great assembly formally recognised the commonwealth	10.48
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0005.flac	and determined to send back to his old post in london the veteran ambassador joachimi who had been recalled the english government on their part anticipated his return by despatching in march oliver saint john and walter strickland	12.6
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0006.flac	and saint john and strickland greeted with loud cries of regicides and many abusive epithets remembering the fate of doreslaer were in fear of their lives	9.875
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0009.flac	the negotiations came to a deadlock	2.56
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0010.flac	foremost amongst them prince edward son of the queen of bohemia the parliament threatened to recall the envoys but consented that they should remain on the undertaking of the estates of holland to protect them from further attacks and to punish the offenders	13.79
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0011.flac	new proposals were accordingly made for an offensive and defensive alliance without any suggestion of a union coupled with the condition that both states should bind themselves not to allow the presence within their boundaries of avowed enemies of the other in other words	14.58
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0012.flac	the expulsion of the members and adherents of the house of stewart including the princess royal and the queen of bohemia with their children	7.765
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0013.flac	even the estates of holland dared not consider such terms and the states general would have angrily rejected them after some further parleying therefore about fisheries and trade restrictions it was felt that no agreement could be reached	12.91
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0014.flac	and saint john and strickland returned to england on july thirty first sixteen fifty one their failure created a very bad impression upon the parliament all the old complaints against the dutch were revived and	13.935
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0015.flac	as they had refused the offer of friendship that had been made to them it was resolved that strong measures should be taken to obtain redress for past grievances and for the protection of english trade interests at the instance of saint john	12.855
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0017.flac	scarcely less injurious was the prohibition to aliens to fish in british waters and the withdrawal of the rights based on the magnus intercursus for the maintenance of which dutch statesmen had so long and strenuously fought	13.405
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0018.flac	there was consternation in holland and the states general determined to send a special embassy to london	6.04
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0019.flac	a man in whose ripe judgment they had confidence to the office of council pensionary	4.6
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0020.flac	who having been given letters of marque to prey upon french commerce	3.795
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0021.flac	the english government however met the dutch complaints by raking up the long list of grievances that had stirred up a bitter feeling of popular hatred against the united provinces in england and by demanding reparation	11.325
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0022.flac	they further demanded that dutch commanders should acknowledge england's sovereignty by striking flag and sail and by firing a salute whenever any of their squadrons met english ships in the narrow seas it was these last two questions	13.47
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0023.flac	the right of search and the striking of the flag that were to be the real causes of the outbreak of a war that was desired by neither of the two governments but popular feeling and the course of events was too strong for them the news of the seizure of their vessels	14.505
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0024.flac	not merely by privateers but by an english squadron under ayscue in the west indies had caused intense indignation and alarm in holland and especially in amsterdam pressure was brought to bear on the states general and the admiralties	13.61
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0025.flac	who in pursuance of economy had reduced the fleet to seventy five ships it was resolved therefore on february twenty second	7.195
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0026.flac	the council of state on hearing of this began also to make ready for eventualities negotiations were still proceeding between the two countries when martin tromp the victor of the battle of the downs	11.825
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0027.flac	now lieutenant admiral of holland was sent to sea with fifty ships and instructions to protect dutch merchantmen from interference and to see that the states suffered no affront nothing was actually said about the striking of the flag	13.425
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0028.flac	it came suddenly through a misunderstanding the dutch admiral while cruising past dover met on may twenty ninth fifteen english ships under blake	9.06
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0029.flac	tromp declared that he had given orders to strike the flag but that blake again fired before there was time to carry them out be this as it may the two fleets were soon engaged in a regular fight and the english being reinforced tromp withdrew at nightfall	14.865
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0031.flac	adrian pauw himself left hastily for london john de witt being appointed to act as his deputy during his absence pauw's strenuous efforts however to maintain peace were all in vain despite the strong leanings of cromwell towards a peaceful solution	14.67
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0032.flac	but popular feeling on both sides was now aroused	3.15
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0034.flac	all the advantages were on the side of their enemies the dutch merchant fleets covered the seas and the welfare of the land depended on commerce the english had little to lose commercially	10.96
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0036.flac	it had been largely increased by the parliament after sixteen forty eight and its generals blake penn and ayscue had already acquired much valuable experience in their encounters with the royalist squadron under prince rupert	13.525
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0037.flac	and in long cruises to the west indies for the purpose of forcing the english colonies to acknowledge parliamentary rule the crews therefore were well trained and the ships were larger stronger and better armed than those of the dutch	12.65
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0038.flac	the position of england lying as it did athwart the routes by which the dutch merchant fleets must sail was a great advantage even more important was the advantage of having a central control	12.34
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0040.flac	early in july sixteen fifty two blake at the head of sixty ships set sail for the north to intercept the dutch baltic commerce and to destroy their fishing fleet off the north of scotland	11.46
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0041.flac	he left ayscue with a small squadron to guard the mouth of the thames tromp meanwhile had put to sea at the head of nearly a hundred ships ayscue succeeded in intercepting a fleet of dutch merchantmen near calais	13.4
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0042.flac	all of them being captured or burnt while blake with the main force off the north coast of scotland destroyed the dutch fishing fleet and their convoy after these first blows against the enemy's commerce good fortune continued to attend the english	14.325
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0043.flac	tromp was prevented from following blake by strong northerly winds he then turned upon ayscue whose small force he must have overwhelmed but for a sudden change to a southerly gale the dutch admiral now sailed northwards and july twenty fifth	14.61
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0044.flac	found the english fleet off the shetlands a violent storm arose from the force of which blake was protected while the dutch vessels were scattered far and wide on the following day out of ninety nine ships tromp could only collect thirty five	14.16
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0045.flac	and to meet and convoy back the home coming ships	3.16
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0047.flac	the ill success of tromp though he was in no way to blame for it caused considerable alarm and discontent in holland his enemies of the states party in that province took advantage of it to suspend the gallant old seaman from his command he was an orangist	13.89
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0049.flac	and with joint forces they attacked blake on october eighth near the shoal known as the kentish knock the english fleet was considerably more powerful than the dutch and the desertion of de with by some twenty ships decided the issue the dutch had to return home with some loss	14.715
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0050.flac	but they were deceived in thinking that the struggle in the channel was over for the winter the deserters at the kentish knock were punished	7.07
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0051.flac	full of resentment though he was at the bad treatment he had received tromp was too good a patriot to refuse at the end of november the old admiral at the head of one hundred warships put to sea for the purpose of convoying some four hundred fifty merchantmen through the straits	14.445
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0054.flac	and he had moreover been at sea without replenishment of stores ever since the fight at dungeness while the english had come straight from port the fight	8.79
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0055.flac	had lasted for two whole days when tromp found that his powder had run out and that on the third day more than half his fleet were unable to continue the struggle but inspiring his subordinates de ruyter evertsen and floriszoon with his own indomitable courage	14.685
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0056.flac	tromp succeeded by expert seamanship in holding off the enemy and conducting his convoy with small loss into safety	6.845
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0057.flac	meanwhile both nations had been getting sick of the war the dutch were suffering terribly from the serious interference with their commerce and carrying trade and from the destruction of the important fisheries industry	11.64
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0058.flac	while the english on their side were shut out from the baltic where the king of denmark as the ally of the united provinces had closed the sound and from the mediterranean where admiral van galen	10.23
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0059.flac	destroyed a british squadron off leghorn march twenty third in both countries there was a peace party	6.03
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0060.flac	and was averse to war in the dutch republic the states party especially in holland the chief sufferer by the war was anxious for a cessation of hostilities and it found its leader in the youthful john de witt	12.305
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0061.flac	had been appointed council pensionary cromwell took pains to let the estates of holland know his favourable feelings towards them by sending over in february a private emissary	9.55
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0062.flac	thus early did the new council pensionary initiate a form of diplomacy in which he was to prove himself an adept this first effort was not a success the parliament published the letter with the title humble supplication of the states of holland	13.81
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0063.flac	he induced the states general by a bare majority four provinces to three to send a conciliatory letter the date of which april thirtieth sixteen fifty three coincided with cromwell's forcible dissolution of the rump parliament and the assumption by him	14.83
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0064.flac	with the support of the army of dictatorial powers	3.305
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0065.flac	and their insistence now on the full satisfaction of all the english demands made a continuation of hostilities inevitable tromp after successfully bringing in two large convoys of merchantmen encountered june twelfth	13.385
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0066.flac	near the gabbard the english fleet under monk and deane each fleet numbered about one hundred sail but the dutch ships were inferior in size solidity and weight of metal for two days the fight was obstinately and fiercely contested	13.715
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0070.flac	una respublica which nothing but sheer conquest and dire necessity would ever induce the dutch people to accept accordingly the war went on though the envoys did not leave london hoping still that some better terms might be offered	13.0
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0073.flac	the old hero fell mortally wounded at the very beginning of what proved to be an unequal fight	5.75
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0074.flac	the states though much perplexed to find a successor to martin tromp were so far from being discouraged that great energy was shown in reorganising the fleet	8.79
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0075.flac	meanwhile negotiations had been slowly dragging on the accession of cromwell to supreme power in december sixteen fifty three with the title of lord protector	10.3000625
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0076.flac	for the new ruler of england had always professed himself an opponent of the war which had shattered his fantastic dream of a union between the two republics many conferences took place but the protector's attitude and intentions were ambiguous and difficult to divine	13.835
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0077.flac	at last cromwell formulated his proposals in twenty seven articles the demands were those of the victor and were severe all the old disputes were to be settled in favour of england an annual sum was to be paid for the right of fishing	13.715
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0079.flac	article twelve stipulated that the prince of orange should not at any time hold any of the offices or dignities which had been held by his ancestors or be appointed to any military command	11.09
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0080.flac	was perfectly aware that it would be useless to present such proposals to the states general not only would they indignantly reject them but he had not the slightest hope of getting any single province even holland to allow a foreign power to interfere with their internal affairs	14.615
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0081.flac	and to bid them to treat with harsh ingratitude the infant heir of a family to which the dutch people owed so deep a debt there was nothing for it but to prepare for a vigorous resumption of the war strong efforts were therefore made at de witt's instigation	14.92
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0082.flac	to increase the fleet and secure the active co operation of denmark and france both friendly to the states but cromwell really wanted peace and showed himself ready to yield on certain minor points but he continued to insist on the exclusion of the prince of orange	14.715
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0083.flac	not till the dutch envoys had demanded their passports did the protector give way so far as to say he would be content to have the exclusion guaranteed by a secret article what followed forms one of the strangest chapters in the history of diplomacy	14.215
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0084.flac	he was able to reach the private ear of cromwell and to enter into clandestine negotiations with him the council pensionary knew well the hopelessness of any attempt to get the assent of the states general to the proposed exclusion even in a secret article	14.47
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0086.flac	in any case the council pensionary being convinced of the necessity of peace resolved to secure it by playing a very deep and dangerous game not only must the whole affair be kept absolutely from the cognisance of the states general	13.275
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0087.flac	but also de witt was fully aware that the assent of the estates of holland to the proposed exclusion article could only be obtained with the greatest difficulty he was to prove himself a very past master in the art of diplomatic chicanery and intrigue	14.745
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0088.flac	the council pensionary first set to work to have the treaty from which the exclusion article had been cut out ratified rapidly by the states general	8.35
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0089.flac	the estates adjourned for a recess on april twenty first sixteen fifty four on the following day he presented the treaty to the states general	8.2
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0090.flac	and such was his persuasive skill that he accomplished the unprecedented feat of getting this dilatory body to accept the conditions of peace almost without discussion	9.33
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0091.flac	the treaty ratified and signed was sent back to london only one article aroused opposition	6.36
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0092.flac	the so called temperament clause but cromwell had insisted upon it by this article	6.115
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0093.flac	or commander of military or naval forces	2.66
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0094.flac	addressed to the estates of holland not at the moment in session	3.49
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0095.flac	the cleverness and skill now shown by the council pensionary were truly extraordinary a summons was sent out to the estates to meet on april twenty eighth without any reason being assigned the members on assembly were sworn to secrecy	13.665
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0096.flac	and then the official letter from london was read to them	2.925
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0097.flac	to the act of exclusion came upon the estates like a thunder bolt the sudden demand caused something like consternation and the members asked to be allowed to consider the matter with their principals before taking so momentous a decision three days were granted	14.065
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0098.flac	but as it was essential to prevent publicity it was settled that only the burgomasters should be consulted again under oath of secrecy at the meeting on may first	9.315
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0099.flac	that the act should be placed in his hands within two days after the ratification of the treaty was peremptory and threatening unless he received the act he would consider the treaty as not binding upon him using all his powers of advocacy	13.655
/home4/khanhnd/LibriSpeech/train-clean-100/1081/125237/1081-125237-0100.flac	de witt succeeded after an angry debate in securing a majority for the act five towns however obstinately refused their assent and claimed that it could not be passed without it but de witt had made up his mind to risk illegality	14.13
